,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
225,225,225,2008-10-31T14:00:48.000Z,983773678,Republican,0.8946832418441772,NEGATIVE,0.9908865690231324
226,226,226,2008-10-31T14:31:24.000Z,983818615,Democrat,0.9999386072158812,NEGATIVE,0.5702937245368958
227,227,227,2008-10-31T15:02:52.000Z,983867223,Democrat,0.9744669198989868,POSITIVE,0.9890974760055542
228,228,228,2008-10-31T15:32:10.000Z,983912478,Democrat,0.99995756149292,NEGATIVE,0.987201452255249
229,229,229,2008-10-31T15:31:31.000Z,983911591,Republican,0.999974250793457,NEGATIVE,0.9429758787155152
230,230,230,2008-10-31T15:31:17.000Z,983911174,Democrat,0.999969482421875,POSITIVE,0.9821341633796692
231,231,231,2008-10-31T15:30:06.000Z,983909278,Republican,0.998826801776886,POSITIVE,0.8683764934539795
232,232,232,2008-10-31T16:01:15.000Z,983958061,Republican,0.9999738931655884,POSITIVE,0.9861057996749878
233,233,233,2008-10-31T16:00:23.000Z,983956564,Republican,0.9915097951889038,POSITIVE,0.6627957224845886
234,234,234,2008-10-31T16:32:57.000Z,984007580,Democrat,0.9999943971633912,NEGATIVE,0.9978475570678712
235,235,235,2008-10-31T16:32:35.000Z,984007087,Republican,0.9982826709747314,POSITIVE,0.9822080731391908
236,236,236,2008-10-31T16:32:33.000Z,984006950,Democrat,0.5523679852485657,NEGATIVE,0.9909488558769226
237,237,237,2008-10-31T16:32:28.000Z,984006820,Democrat,0.9999918937683104,NEGATIVE,0.9854706525802612
238,238,238,2008-10-31T16:32:01.000Z,984006131,Republican,0.771630585193634,NEGATIVE,0.9808133244514464
239,239,239,2008-10-31T17:00:45.000Z,984050622,Democrat,0.9999949932098388,NEGATIVE,0.9978392720222472
240,240,240,2008-10-31T17:32:36.000Z,984098142,Republican,0.9998342990875244,NEGATIVE,0.9934027791023254
